ISBN,ISBN_10,ProductID,BTKey,Author,Title,PriceReguar,PriceDiscounted,30day_demand,Annotation,FormatPrimary,FormatPrimary_Description,FormatPrimary_QuantityPack,CountryOfPublication,LanguageCode,Classification_Merchandise,Classification_BookType,Classification_DeweyClass,Classification_LCClass,Classification_SeriesProduct,Subjects_General,Subjects_Bisac,Subjects_Library,ProductType,ProductLineID,ProductStatus,DateCreated
9781614274377,1614274371,0017852195,0017852195,"Maslow, A. H.",A Theory of Human Motivation,2.9,2.75,1,,Paperback,16 p. : 9.00 H x 0.25 D x 6.25 W inches 0.10 lbs.,1,,ENG,PRINT ON DEMAND,Non-Fiction,150,BF,,Psychology,"PSYCHOLOGY / Movements / Humanistic
PSYCHOLOGY / Cognitive Psychology & Cognition
PSYCHOLOGY / Personality",null,Book,BOOK,,10/19/2015
9780241317921,0241317924,0021723226,0021723226,"De Waal, Kit",Six Foot Six,2.95,1.68,0,"It's an exciting day for Timothy Flowers. It's the third of November, and it's Friday, and it's his twenty-first birthday. When Timothy walks to his usual street corner to see his favourite special bus, he meets Charlie. Charlie is a builder who is desperate for Timothy's help because Timothy is very tall, six feet six inches. Timothy has never had a job before - or no work that he's kept for more than a day. But when Timothy and Charlie have to collect money from a local thug, things don't exactly go according to plan... Over the course of one day, Timothy's life will change for ever.",Paperback,79 pages ; 7.75 H x 0.50 D x 5.25 W inches 0.17 lbs.,1,,ENG,GENERAL,Fiction,823/.92,PR6104.E2336 S59 2018,,Fiction,"FICTION / Short Stories (single author)
FICTION / Literary",Tall people; Fiction.,Book,BOOK,,10/31/2017
9780486456478,0486456471,0007105444,0007105444,"Levy, Barbara Soloff",How to Draw Circus Pictures,2.95,1.68,0,"It's easy to draw circus fun under the Big Top!

So enjoyable and easy to use, this wonderful guide shows aspiring artists of all ages how to draw 30 charming circus illustrations. Using circles, ovals, and other common shapes, the simple step-by-step diagrams will have you sketching scores of circus scenes in no time! Create images of lions and tigers, a ringmaster, clowns, trapeze artists, dancing dogs, jugglers, a ball-balancing seal—even a festive circus parade. Beginners will be thrilled to render realistic drawings as they learn the basics of shape development and the fundamentals of form and dimension.",Paperback,p. cm. 10.50 H x 0.25 D x 8.00 W inches 0.25 lbs.,1,,ENG,JUVENILE,Easy Non-Fiction,743/.897913,NC825.C56 S65 2007,,Juvenile Kindergarten Ages 5-6,JUVENILE NONFICTION / Activity Books / General,"Circus in art; Juvenile literature.
Drawing; Technique; Juvenile literature.
Circus in art.
Drawing; Technique.",Book,BOOK,,12/27/2012
9780571571574,0571571573,0021753305,0021753305,"Matthews, David",To What God Shall We Chant Our Songs of Battle?,2.95,1.68,0,"To What God Shall We Chant Our Songs of Battle? was commissioned by James O'Donnell and Westminster Abbey for a service of solemn commemoration on 4 August 2014 marking the centenary of the outbreak of the First World War.

Stark and gritty yet always rooted in tonality, Matthews's expressive harmonies bring a potent immediacy to the bitter, disillusioned words of war poet Harold Monro and the two lyrical solos for soprano and tenor which set passages from the Book of Lamentations and St. Luke's Gospel. Beginning with a violent and impassioned energy, this anthem ultimately offers little consolation. In the words of James O'Donnell it leaves you standing on the edge of an abyss--its impetus petering out in a series of hushed, troubled questions.",Paperback,,1,,ENG,GENERAL,Non-Fiction,782,M,Faber Edition: Choral Signature,Music,"MUSIC / Printed Music / Choral
MUSIC / Genres & Styles / Choral
MUSIC / Genres & Styles / Classical",null,Book,BOOK,,11/8/2017
9780769662992,0769662994,0009193819,0009193819,"Carson-Dellosa Publishing Company, Inc.",Spectrum Alphabet,2.95,1.68,0,"Spectrum Alphabet Flash Cards offer children a fun and easy way to practice their alphabet skills! The set features 54 cards that help reinforce phonics, uppercase and lowercase letter recognition, and reading readiness skills.",Cards,54 p. : 6.25 H x 1.00 D x 3.25 W inches 0.17 lbs.,1,,ENG,JUVENILE NOVELTY,Easy Non-Fiction,428,P,,Juvenile Grades 1-2 Ages 6-7,"JUVENILE NONFICTION / Concepts / Alphabet
JUVENILE NONFICTION / Language Arts / General",null,Book,BOOK,,12/14/2012
9780769663494,0769663494,0009193815,0009193815,Spectrum,Spectrum Phonics,2.95,1.68,0,"Spectrum Phonics Flash Cards offer children a fun and easy way to practice their vowel sounds, consonants, and blending skills! The set features 54 cards that help reinforce phonics, letter recognition, and reading readiness skills.",Cards,6.25 H x 0.75 D x 3.50 W inches 0.35 lbs.,1,,ENG,JUVENILE NOVELTY,Easy Non-Fiction,420,PE,,Juvenile Grades 1-2 Ages 6-7,JUVENILE NONFICTION / Language Arts / General,null,Book,BOOK,,12/22/2012
9780769667409,0769667406,0009193816,0009193816,"Carson-Dellosa Publishing Company, Inc.",Spectrum Sight Words,2.95,1.68,0,"Spectrum Sight Words Flash Cards offer children a fun and easy way to practice over 100 basic words most frequently used by beginning readers! The set features 54 cards that help reinforce phonics, letter recognition, and reading readiness skills.",Cards,6.50 H x 1.00 D x 3.50 W inches 0.38 lbs.,1,,ENG,JUVENILE NOVELTY,Easy Non-Fiction,420,PE,,Juvenile Grades 1-2 Ages 6-7,JUVENILE NONFICTION / Language Arts / General,null,Book,BOOK,,12/20/2012
9780814612729,0814612725,0000769016,0000769016,"Fry, Timothy",Rule of Saint Benedict in English,2.95,1.68,8,"For fifteen centuries Benedictine monasticism has been governed by a Rule that is at once strong enough to instill order and yet flexible enough to have relevance fifteen-hundred years later. This pocket-sized, English-only edition is perfect for individual or group study.",Paperback,7.25 H x 0.50 D x 4.25 W inches 0.20 lbs.,1,United States,ENG,GENERAL,Non-Fiction,220,BS,,Religion/Ethics,RELIGION / Biblical Studies / General,null,Book,BOOK,,12/26/2012
9780829445817,0829445811,0020373986,0020373986,Loyola Press,Sacred Space for Advent and the Christmas Season 2017-18,2.95,1.68,0,"Advent, a joyful time of preparation for the birth of Jesus, can be further enriched with Sacred Space for Advent and the Christmas Season 2017-18, a daily prayer experience from Sacred Space, the internationally known online prayer guide.
Sacred Space for Advent and the Christmas Season invites readers to develop a closer relationship with God during this season of preparation and anticipation. What we know and trust about the Sacred Space online prayer experience is now available in a compact, portable print format to heighten our Advent prayer practice in a way that is accessible, engaging, and meaningful to daily life.
Throughout the Advent season, each day includes a Scripture reading and points of reflection, as well as a weekly topic enhanced by six steps of prayer and reflection. With its small size and meaningful message, Sacred Space for Advent and the Christmas Season is a simple way to build a richer relationship with God and embrace the Advent season as a sacred space.",Paperback,92 p. : 7.00 H x 0.50 D x 4.50 W inches 0.18 lbs.,1,United States,ENG,RELIGIOUS,Non-Fiction,248,BV,,Religion/Ethics,"RELIGION / Christian Life / Prayer
RELIGION / Prayerbooks / Christian
RELIGION / Christianity / Catholic",null,Book,BOOK,,2/17/2017
9780881258295,0881258296,0004394434,0004394434,"Isaacs, Ronald H.",Gates of Heaven,2.95,2.36,0,,Paperback,38 p. ; 7.75 H x 0.25 D x 5.25 W inches 0.10 lbs.,0,,eng,RELIGIOUS,Non-Fiction,296.4/45,BM675.M7 I73 2004,,Religion/Ethics,"RELIGION / Christian Life / Death, Grief, Bereavement","Unveiling (Jewish rite)
Judaism; Prayer-books and devotions; English.
Death; Religious aspects; Judaism; Meditations.
Jewish meditations.",Book,BOOK,,12/27/2012
9780892131006,0892131004,0003753780,0003753780,A. C. Bhaktivedanta Swami Prabhupada,Life Comes from Life,2.95,1.68,1,,Paperback,"xiii, 142 p., [8] leaves of plates : 8.25 H x 0.50 D x 5.50 W inches 0.30 lbs.",0,,ENG,GENERAL,Non-Fiction,294.5/2,BD431 .B446 1979,,New Age,"BODY, MIND & SPIRIT / General","Life; Miscellanea.
Matter; Miscellanea.",Book,BOOK,,12/25/2012
9780892131181,0892131187,0002193312,0002193312,Not Available,Chant and Be Happy,2.95,1.68,4,,Paperback,6.75 H x 0.25 D x 4.00 W inches 0.20 lbs.,0,,ENG,GENERAL,Non-Fiction,,,,New Age,null,null,Book,BOOK,,12/28/2012
9780912776859,0912776854,0002333792,0002333792,A. C. Bhaktivedanta Swami Prabhupada,The Nector of Instruction,2.95,1.68,1,,Paperback,7.25 H x 0.50 D x 4.50 W inches 0.20 lbs.,0,,ENG,RELIGIOUS,Non-Fiction,,,,Religion/Ethics,null,null,Book,BOOK,,12/25/2012
9780937934173,0937934178,0001190834,0001190834,"Wexo, John Bonnett",Penguins,2.95,2.21,3,"Discusses the physical characteristics, habits, behavior, and future of penguins, with facts and activities.",Paperback,15 p. : 11.00 H x 0.25 D x 8.75 W inches 0.15 lbs.,0,,ENG,JUVENILE,Easy Non-Fiction,598.47,QL696.S473 W462 2007,Zoo Books,Juvenile Grades 2-3 Ages 7-8,JUVENILE NONFICTION / Animals / Marine Life,"Penguins; Juvenile literature.
Penguins.",Book,BOOK,,12/28/2012
9780937934364,0937934364,0001155887,0001155887,"Biel, Timothy L.",Polar Bears,2.95,2.21,1,,Paperback,10.75 H x 0.25 D x 8.50 W inches 0.15 lbs.,0,,ENG,JUVENILE,Easy Non-Fiction,,,,Juvenile Grades 2-3 Ages 7-8,JUVENILE NONFICTION / Animals / Bears,null,Book,BOOK,,12/24/2012
9780943151588,0943151589,0004165637,0004165637,"Dirge, Roman",The Cat With a Really Big Head and One Other Story That Isn't As Good,2.95,1.68,1,"Attention Lenore fans: Roman Dirge is backwith an all-new
storybook-formattale. This time, it¹s the tragic story of a cat namedCat,
and his misfortunes in life dueto his enormously oversized head. This
digest-size tale (5.5 x8.5²) comes with a glossy card-stock coverwith
color art on the inside coversas well as outside, and includes anall-new
back up story by Dirge,which he says is not as good. You be the judge.",Paperback,8.50 H x 0.10 D x 5.50 W inches 0.06 lbs.,0,,ENG,GRAPHIC NOVELS,Fiction,741,PN,,Graphic Novels,COMICS & GRAPHIC NOVELS / General,null,Book,BOOK,,12/25/2012
9780960229482,0960229485,0003010072,0003010072,"Rogers, J. A.",Five Negro Presidents,2.95,1.68,0,"Historian Joel Augustus Rogers provides his evidence that there have been nineteenth- and twentieth-century presidents of the United States who had partial black ancestry, including Harding, Jefferson, Jackson and Lincoln.",Paperback,8.50 H x 0.25 D x 5.50 W inches 0.10 lbs.,0,,ENG,UNIVERSITY PRESS,Non-Fiction,973,E,,Sociology,SOCIAL SCIENCE / Ethnic Studies / African American Studies,null,Book,BOOK,,12/28/2012
9781423413769,1423413768,0017633915,0017633915,Hal Leonard Publishing Corporation,"Manuscript Paper Bass Guitar Tab 8.5""x11""",2.95,1.68,0,Manuscript Paper,Paperback,,1,United States,ENG,GENERAL,Non-Fiction,781,MT,,Music,"MUSIC / Instruction & Study / Composition
MUSIC / Musical Instruments / Guitar",null,Book,BOOK,,8/28/2015
9781441302892,1441302891,0008860204,0008860204,"Peter Pauper Press, Inc.",Keep Calm and Have a Cupcake Beaded Bookmark,2.95,1.68,10,Gloss highlights. Coordinating bead and silky pink tassel complement the design.,Bookmark,9.00 H x 0.25 D x 2.75 W inches 0.05 lbs.,1,,ENG,NON-BOOK,Non-Fiction,,,,Novelty,NON-CLASSIFIABLE,null,Book,SIDEL,,12/15/2012
9781441303769,1441303766,0008860251,0008860251,"Ruiz, Don Miguel",The Four Agreements Bookmark,2.95,1.68,42,,Bookmark,8.50 H x 0.25 D x 2.50 W inches 0.05 lbs.,1,,ENG,NON-BOOK,Non-Fiction,,,,Novelty,NON-CLASSIFIABLE,null,Book,SIDEL,,12/16/2012
9781441304629,1441304622,0009367665,0009367665,"Peter Pauper Press, Inc.",Peace Out Beaded Bookmark,2.95,1.68,0,Gloss highlights. Coordinating bead and silky purple tassel complement the design.,Bookmark,8.75 H x 0.10 D x 2.75 W inches 0.05 lbs.,1,,ENG,NON-BOOK,Non-Fiction,,,,Novelty,NON-CLASSIFIABLE,null,Book,SIDEL,,12/14/2012
9781441305299,1441305297,0009367667,0009367667,"Peter Pauper Press, Inc.",Unity Bookmark,2.95,1.68,5,,Bookmark,9.50 H x 0.50 D x 3.50 W inches 0.15 lbs.,1,,ENG,NON-BOOK,Non-Fiction,,,,Novelty,NON-CLASSIFIABLE,null,Book,SIDEL,,12/20/2012
9781441306432,1441306439,0013131093,0013131093,"Peter Pauper Press, Inc.",Senility Prayer Beaded Bookmark,2.95,1.68,13,,Bookmark,8.50 H x 0.25 D x 2.75 W inches 0.05 lbs.,1,,ENG,NON-BOOK,Non-Fiction,,,,Novelty,NON-CLASSIFIABLE,null,Book,SIDEL,,4/4/2013
9781441306449,1441306447,0013131096,0013131096,Peter Pauper Press,Yin Yang Beaded Bookmark,2.95,1.68,44,,Bookmark,1 p. : 7.25 H x 0.10 D x 2.00 W inches 0.05 lbs.,1,,ENG,NON-BOOK,Non-Fiction,,,,Novelty,NON-CLASSIFIABLE,null,Book,SIDEL,,4/4/2013
9781441312501,1441312501,0013131094,0013131094,Peter Pauper Press,Never Judge a Book Movie Beaded Bookmark,2.95,1.68,10,,Bookmark,1 p. : 8.25 H x 0.25 D x 2.75 W inches 0.05 lbs.,1,,ENG,NON-BOOK,Non-Fiction,,,,Novelty,NON-CLASSIFIABLE,null,Book,SIDEL,,4/4/2013
9781441312723,1441312722,0012968813,0012968813,Peter Pauper Press,Hummingbird Bookmark,2.95,1.68,79,,Bookmark,7.25 H x 0.10 D x 2.00 W inches 0.05 lbs.,1,,ENG,NON-BOOK,Non-Fiction,,,,Novelty,NON-CLASSIFIABLE,null,Book,SIDEL,,3/19/2013
9781441313300,1441313303,0012968814,0012968814,Peter Pauper Press,Keep Calm & Read on Beaded Bookmark,2.95,1.68,13,,Bookmark,1 p. : 8.25 H x 0.15 D x 2.50 W inches 0.05 lbs.,1,,ENG,NON-BOOK,Non-Fiction,,,,Novelty,NON-CLASSIFIABLE,null,Book,SIDEL,,3/19/2013
9781441313317,1441313311,0012968842,0012968842,Peter Pauper Press,Typewriter Beaded Bookmark,2.95,1.68,25,,Bookmark,8.50 H x 0.25 D x 5.75 W inches 0.50 lbs.,1,,ENG,NON-BOOK,Non-Fiction,,,,Novelty,NON-CLASSIFIABLE,null,Book,SIDEL,,3/19/2013
9781441313324,144131332X,0012968824,0012968824,Peter Pauper Press,Music Beaded Bookmark,2.95,1.68,213,,Bookmark,8.25 H x 0.25 D x 2.50 W inches 0.05 lbs.,1,,ENG,NON-BOOK,Non-Fiction,,,,Novelty,NON-CLASSIFIABLE,null,Book,SIDEL,,3/19/2013
9781441313331,1441313338,0012968839,0012968839,Peter Pauper Press,Subway Art Beaded Bookmark,2.95,1.68,22,,Bookmark,1 p. : 8.25 H x 0.25 D x 2.75 W inches 0.05 lbs.,1,,ENG,NON-BOOK,Non-Fiction,,,,Novelty,NON-CLASSIFIABLE,null,Book,SIDEL,,3/19/2013
9781441313348,1441313346,0012968788,0012968788,Peter Pauper Press,Carpe Diem Beaded Bookmark,2.95,1.68,11,,Bookmark,1 p. : 8.25 H x 0.25 D x 2.75 W inches 0.05 lbs.,1,,ENG,NON-BOOK,Non-Fiction,,,,Novelty,NON-CLASSIFIABLE,null,Book,SIDEL,,3/19/2013
9781441314703,1441314709,0013848979,0013848979,Peter Pauper Press,Beach Rules Beaded Bookmark,2.95,1.68,4,,Bookmark,8.00 H x 0.25 D x 2.75 W inches 0.05 lbs.,1,,ENG,NON-BOOK,Non-Fiction,,,,Novelty,NON-CLASSIFIABLE,null,Book,SIDEL,,9/25/2013
9781441315304,1441315306,0013848980,0013848980,"Peter Pauper Press, Inc.",Book Beaded Bookmark,2.95,1.68,43,,Bookmark,8.50 H x 0.25 D x 3.00 W inches 0.04 lbs.,1,,ENG,NON-BOOK,Non-Fiction,,,,Novelty,NON-CLASSIFIABLE,null,Book,SIDEL,,9/25/2013
9781441315564,144131556X,0017053580,0017053580,Peter Pauper Press,Lollipop Tree Beaded Bookmark,2.95,1.68,98,,Bookmark,8.75 H x 0.25 D x 3.25 W inches 0.10 lbs.,1,,ENG,NON-BOOK,Non-Fiction,,,,Novelty,NON-CLASSIFIABLE,null,Book,SIDEL,,5/4/2015
